global_rank,domain,category,primary_market,monthly_visits,bounce_rate_pct,avg_session_duration_s,stickiness_index,last_crawled
717,bugsnag.com,News,JP,41204123,55.76,261.88,7.83,07/02/2026
718,dbankcloud.ru,Finance,JP,32784004,46.2,223.98,8.08,07/02/2026
719,adobedc.net,Search,US,37398267,36.56,175.45,8,07/02/2026
720,xiaohongshu.com,Streaming,JP,38670973,18.3,929.91,84.69,07/02/2026
721,bytefcdn-ttpus.com,E-commerce,BR,30373559,50.13,484,16.09,07/02/2026
722,hostgator.com.br,News,GB,42639537,57.17,251.18,7.32,07/02/2026
723,afilias-nst.info,Tech,BR,31959253,32.88,302.98,15.36,07/02/2026
724,creativecdn.com,Tech,GB,34340662,49.47,156.01,5.26,07/02/2026
725,amazon.in,E-commerce,DE,37735985,47.86,267.16,9.3,07/02/2026
726,homedepot.com,Search,JP,40464856,37.36,117.39,5.24,07/02/2026
727,tencent.com,News,DE,36024071,52.82,395.01,12.46,07/02/2026
728,vkontakte.ru,Search,GB,40109600,38.7,167.8,7.23,07/02/2026
729,chinamobile.com,Tech,DE,43528960,51.7,598.31,19.29,07/02/2026
730,adform.net,Tech,IN,32539151,45.75,313.3,11.41,07/02/2026
731,bytedns1.com,News,GB,43531379,52.54,443.44,14.07,07/02/2026
732,bitrix24.ru,Finance,BR,31481917,56.17,267.59,7.94,07/02/2026
733,shopee.co.id,News,US,37702391,46.45,535.72,19.22,07/02/2026
734,allaboutcookies.org,Social,BR,38279943,43.67,578.83,22.09,07/02/2026
735,amazon.es,Social,BR,31368913,38.4,376.3,16.33,07/02/2026
736,mixpanel.com,Streaming,GB,42292789,17.82,1723.71,161.21,07/02/2026
737,erome.com,Streaming,GB,31547776,20.74,1454.82,116.91,07/02/2026
738,google.cn,E-commerce,BR,31139751,42.92,431.52,16.76,07/02/2026
739,33across.com,E-commerce,BR,32672376,35.8,432.04,20.11,07/02/2026
740,cursor.sh,News,GB,35065254,52.54,309.94,9.83,07/02/2026
741,no-ip.com,Tech,DE,35342847,43.98,269.31,10.21,07/02/2026
742,lenovo.com,Search,JP,35978458,45.3,115.27,4.24,07/02/2026
743,lgtvcommon.com,E-commerce,IN,37954141,47.13,469.72,16.61,07/02/2026
744,appspot.com,Finance,US,34699323,54.15,264.34,8.14,07/02/2026
745,ovscdns.com,News,GB,41660051,50.18,541.9,18,07/02/2026
746,zillow.com,E-commerce,US,32807037,56.39,463.52,13.7,07/02/2026
747,networkadvertising.org,Streaming,IN,31615207,19.51,2192.24,187.27,07/02/2026
748,dbankcloud.com,Social,JP,36053846,44.29,469.89,17.68,07/02/2026
749,box.com,Finance,US,38715117,59.65,483.57,13.51,07/02/2026
750,a-mo.net,E-commerce,JP,38269992,31.65,534.92,28.17,07/02/2026
751,amazon.it,News,JP,34985734,56.93,294.43,8.62,07/02/2026
752,singular.net,News,BR,37129719,53.98,130.9,4.04,07/02/2026
753,fiverr.com,Finance,GB,33429193,53.78,131,4.06,07/02/2026
754,cdn-vk.ru,Streaming,DE,41557675,18.92,1545.85,136.17,07/02/2026
755,enacdn.net,Social,IN,37549050,54.91,531.68,16.14,07/02/2026
756,zenecn.net,Finance,US,35393824,51.45,223.33,7.23,07/02/2026
757,me.com,Finance,US,30742304,47.18,211.69,7.48,07/02/2026
758,zoho.com,News,BR,32598971,54.44,553.08,16.93,07/02/2026
759,bytefcdn-ttpeu.com,Social,GB,39533409,52.23,256.77,8.19,07/02/2026
760,criteo.net,Tech,DE,32749738,54.82,532.33,16.18,07/02/2026
761,prnewswire.com,Tech,IN,36895927,35.93,203.75,9.45,07/02/2026
762,imrworldwide.com,Search,IN,33749229,39.01,161.97,6.92,07/02/2026
763,myspace.com,Search,BR,29920826,42.32,147.32,5.8,07/02/2026
764,stripchat.com,Finance,JP,40249272,44.24,555.88,20.94,07/02/2026
765,turn.com,Finance,BR,29998143,43.53,462.55,17.71,07/02/2026
766,people.com,Search,BR,39253249,38.68,179.3,7.73,07/02/2026
767,bandcamp.com,Finance,DE,41002405,43.94,217.86,8.26,07/02/2026
768,theverge.com,Tech,US,32428529,53.85,261.67,8.1,07/02/2026
769,miwifi.com,Streaming,GB,31042036,28.83,733.86,42.42,07/02/2026
770,clever.com,Streaming,IN,39868717,28.25,1048.18,61.84,07/02/2026
771,life360.com,Social,DE,38286496,54.92,366.46,11.12,07/02/2026
772,discordapp.com,Tech,JP,39345745,56.27,583.72,17.29,07/02/2026
773,nikkei.com,Streaming,BR,32982898,19.75,2334.61,197.01,07/02/2026
774,xerox.com,Streaming,BR,34417632,21.48,1298.38,100.74,07/02/2026
775,latimes.com,Search,GB,38732508,45.58,97.91,3.58,07/02/2026
776,disqus.com,Tech,BR,28861781,43.31,161.77,6.23,07/02/2026
777,ks-cdn.com,Search,BR,37869534,37.72,134.55,5.95,07/02/2026
778,xbox.com,E-commerce,US,38779325,43.23,556.5,21.46,07/02/2026
779,teads.tv,E-commerce,DE,33532795,46.18,448.16,16.17,07/02/2026
780,hbr.org,E-commerce,IN,42417784,44.05,359.06,13.59,07/02/2026
781,bunnyinfra.net,Tech,JP,29972800,40.46,177.99,7.33,07/02/2026
782,investopedia.com,Finance,DE,38549964,38.12,452.93,19.8,07/02/2026
783,rakuten.com,E-commerce,JP,39389262,44.52,409.96,15.35,07/02/2026
784,seznam.cz,Social,DE,29274057,49.54,128.37,4.32,07/02/2026
785,fda.gov,Streaming,IN,32809779,27.54,1345.04,81.4,07/02/2026
786,python.org,Social,IN,42581041,32.34,249,12.83,07/02/2026
787,ameblo.jp,Search,DE,40339641,47.24,109.39,3.86,07/02/2026
788,datadoghq.com,Search,GB,32062698,48.79,70.67,2.41,07/02/2026
789,cloudinary.com,E-commerce,US,34305597,48.36,160.35,5.53,07/02/2026
790,recaptcha.net,Social,JP,36418217,55.76,341.55,10.21,07/02/2026
791,maricopa.gov,News,JP,34836575,47.76,457.4,15.96,07/02/2026
792,primevideo.com,Streaming,GB,32124766,20.94,2394.38,190.57,07/02/2026
793,onlinepbx.ru,Tech,BR,35338278,40.04,505.41,21.04,07/02/2026
794,unpkg.com,Search,BR,40293286,41.27,71.5,2.89,07/02/2026
795,exp-tas.com,E-commerce,IN,39282033,45.66,465.57,16.99,07/02/2026
796,washington.edu,News,US,34363254,43.56,509.36,19.49,07/02/2026
797,welt.de,E-commerce,IN,35220413,59.57,439.48,12.3,07/02/2026
798,threads.com,E-commerce,GB,41316373,30.39,257.25,14.11,07/02/2026
799,yellowblue.io,Tech,JP,31197621,30.76,274.04,14.85,07/02/2026
800,bestbuy.com,Search,JP,30205730,44.82,157.87,5.87,07/02/2026
801,mayoclinic.org,Tech,BR,28827693,48.84,530.47,18.1,07/02/2026
802,vivo.com.cn,Finance,US,39013120,59.6,371.44,10.39,07/02/2026
803,pornhub.com,Streaming,IN,38256078,15.35,2172.01,235.83,07/02/2026
804,disneyplus.com,Tech,BR,32179077,49.34,501.56,16.94,07/02/2026
805,usps.com,Social,GB,31349770,57.45,243.19,7.06,07/02/2026
806,apnews.com,Social,DE,39455263,53.24,215.14,6.73,07/02/2026
807,usgovcloudapi.net,E-commerce,GB,34898707,41.96,409.82,16.28,07/02/2026
808,adjust.com,Social,US,39355625,55.65,194.93,5.84,07/02/2026
809,llamarpc.com,News,IN,29328371,35.56,542.23,25.41,07/02/2026
810,afilias-nst.org,Finance,GB,39582441,59.95,551.74,15.34,07/02/2026
811,gtld.biz,E-commerce,JP,32902092,51.78,219.25,7.06,07/02/2026
812,rbc.ru,Streaming,US,30935314,27.83,1251,74.92,07/02/2026
813,onetag-sys.com,Streaming,US,32069658,18.78,1464.18,129.94,07/02/2026
814,academia.edu,Social,BR,28071578,46.59,548.99,19.64,07/02/2026
815,synology.com,Tech,JP,35519321,58.69,538.11,15.28,07/02/2026
816,allegro.pl,News,DE,31697655,30.42,547.93,30.02,07/02/2026
817,lefigaro.fr,Search,US,40442100,43.16,179.71,6.94,07/02/2026
818,spotifycdn.com,Streaming,GB,31172275,26.21,1799.21,114.41,07/02/2026
819,everesttech.net,Finance,DE,40360520,34.89,131.52,6.28,07/02/2026
820,tenor.com,Search,DE,36169367,43.08,179.6,6.95,07/02/2026
821,ssl-images-amazon.com,E-commerce,IN,31185993,34.79,379.31,18.17,07/02/2026
822,trueconf.net,Social,US,29951062,36.17,450.06,20.74,07/02/2026
823,zoom.com,E-commerce,GB,41246900,59.61,149.62,4.18,07/02/2026
824,nbcnews.com,Streaming,IN,30401688,28.63,1674.08,97.45,07/02/2026
825,azure-devices.net,Tech,DE,29966541,50.51,125.55,4.14,07/02/2026
826,livejournal.com,Social,IN,38498169,57.74,374.13,10.8,07/02/2026
827,pccc.com,Tech,GB,37027303,54.99,124.91,3.79,07/02/2026
828,websitewelcome.com,Streaming,US,37218112,20.59,2020.64,163.56,07/02/2026
829,fwmrm.net,Social,IN,39915945,56.19,410.63,12.18,07/02/2026
830,themeforest.net,E-commerce,US,38936048,35.81,544.07,25.32,07/02/2026
831,flashtalking.com,E-commerce,JP,28092934,30.49,472.86,25.85,07/02/2026
832,moloco.com,Finance,JP,31530760,38.22,125.4,5.47,07/02/2026
833,webmd.com,Finance,US,37256765,53.3,282.56,8.84,07/02/2026
834,adblockplus.org,Search,BR,40527330,45.11,112.78,4.17,07/02/2026
835,mckinsey.com,Finance,US,30869724,32.14,403.53,20.93,07/02/2026
836,agoda.com,Search,DE,36239567,43.67,106.01,4.05,07/02/2026
837,shopifysvc.com,Streaming,GB,27732889,22.95,1617.04,117.43,07/02/2026
838,onlyfans.com,News,US,41354361,41.44,462.22,18.59,07/02/2026
839,classlink.com,News,JP,32945349,52.16,301.55,9.64,07/02/2026
840,go-mpulse.net,Social,US,31006828,46.15,199.67,7.21,07/02/2026
841,nic.io,Search,IN,36421802,38.23,119.77,5.22,07/02/2026
842,ci-servers.net,Search,DE,39841403,39.34,130.14,5.51,07/02/2026
843,salesforceliveagent.com,Tech,JP,39164478,39.41,306.6,12.97,07/02/2026
844,selectel.ru,E-commerce,DE,30889619,45.66,172.91,6.31,07/02/2026
845,pexels.com,E-commerce,DE,35356975,54.62,223.88,6.83,07/02/2026
846,ubnt.com,E-commerce,IN,32099467,51.72,249.33,8.03,07/02/2026
847,figma.com,Streaming,BR,30736048,28.62,1643.82,95.73,07/02/2026
848,qualtrics.com,Streaming,US,31267440,22.23,1795.64,134.63,07/02/2026
849,ui-dns.com,Search,GB,35611260,49.7,71.88,2.41,07/02/2026
850,playrix.com,Search,BR,35174109,40.58,69.72,2.86,07/02/2026
851,healthline.com,Social,GB,33629094,47.13,278.7,9.86,07/02/2026
852,bild.de,News,BR,39605846,32.14,373.15,19.35,07/02/2026
853,ci-servers.org,Finance,US,38091323,39.04,586.89,25.06,07/02/2026
854,rayjump.com,Social,IN,37916033,36.26,394.94,18.15,07/02/2026
855,iso.org,Social,DE,31947978,43.28,449.69,17.32,07/02/2026
856,nintendo.net,E-commerce,IN,33454980,53.06,573.68,18.02,07/02/2026
857,sedo.com,Social,IN,32999268,35.34,395.34,18.64,07/02/2026
858,linode.com,Streaming,BR,34121134,28.06,1940.29,115.25,07/02/2026
859,globalsign.com,Search,DE,38285236,41.08,139.5,5.66,07/02/2026
860,tplinknbu.com,Social,GB,32046141,30.36,189.9,10.42,07/02/2026
861,princeton.edu,Search,DE,39931684,40.44,76.22,3.14,07/02/2026
862,hindustantimes.com,Finance,US,34423973,56.82,417.28,12.24,07/02/2026
863,docker.io,Finance,US,35137977,52.67,406.11,12.85,07/02/2026
864,usda.gov,Tech,BR,39911610,55.54,547.5,16.43,07/02/2026
865,kunluncan.com,Tech,DE,29646872,42.7,362.01,14.13,07/02/2026
866,openstreetmap.org,Streaming,JP,40669417,28.59,2133.89,124.4,07/02/2026
867,amazon.com.br,Finance,BR,29228308,56.42,461.97,13.65,07/02/2026
868,bankofamerica.com,News,GB,32783080,56.58,409.57,12.06,07/02/2026
869,chess.com,Tech,DE,36718767,30.41,462.96,25.37,07/02/2026
870,wps.com,E-commerce,JP,31531125,59.21,422.36,11.89,07/02/2026
871,discogs.com,Finance,GB,35108875,42.59,480.76,18.81,07/02/2026
872,ebay.co.uk,Finance,BR,39819836,48.29,598.83,20.67,07/02/2026
873,nypost.com,Streaming,US,28213232,27.91,2307.27,137.78,07/02/2026
874,lowes.com,Search,GB,32961167,41.74,112.82,4.5,07/02/2026
875,eu-1-id5-sync.com,Search,JP,29659874,48.85,117.56,4.01,07/02/2026
876,nationalgeographic.com,Streaming,GB,30538147,21.86,768.74,58.61,07/02/2026
877,genius.com,Search,US,32349486,41.21,151.87,6.14,07/02/2026
878,vtwenty.com,Streaming,GB,37264275,28.2,1794.19,106.04,07/02/2026
879,kick.com,Finance,BR,31647961,52.9,507.98,16,07/02/2026
880,att.com,Search,JP,35380352,36.2,112.47,5.18,07/02/2026
881,samsungosp.com,News,DE,30483748,47.03,516.41,18.3,07/02/2026
882,opera-api.com,Finance,US,40087171,44.09,372.46,14.08,07/02/2026
883,onet.pl,Social,JP,39720364,59.42,283.23,7.94,07/02/2026
884,worldbank.org,News,BR,28002129,56.59,461.96,13.61,07/02/2026
885,unrulymedia.com,Tech,US,31751824,43.26,212.91,8.2,07/02/2026
886,megafon.ru,Finance,GB,30718897,57.31,585.08,17.02,07/02/2026
887,prodregistryv2.org,E-commerce,DE,32974493,46.9,496.84,17.66,07/02/2026
888,mailchi.mp,E-commerce,IN,31757531,39.65,582.48,24.48,07/02/2026
889,redd.it,News,DE,27429048,51.67,552.15,17.81,07/02/2026
890,sportradar.com,News,GB,33868906,56.96,339.21,9.93,07/02/2026
891,otto.de,E-commerce,BR,28199195,49.87,522.72,17.47,07/02/2026
892,jetbrains.com,Streaming,JP,36910277,15.25,1494.02,163.28,07/02/2026
893,biblegateway.com,Social,BR,31877877,39.72,381.66,16.01,07/02/2026
894,theatlantic.com,Tech,IN,28086596,49.73,346.49,11.61,07/02/2026
895,yandexcloud.net,Finance,JP,34927337,43.03,142.25,5.51,07/02/2026
896,hm.com,E-commerce,US,33656951,57.84,344.11,9.92,07/02/2026
897,deloitte.com,Search,JP,27033386,49.15,116.62,3.95,07/02/2026
898,chaturbate.com,E-commerce,US,39503781,51.12,216.03,7.04,07/02/2026
899,alipaydns.com,Streaming,DE,32632759,23.03,1861.47,134.71,07/02/2026
900,cloudsink.net,Tech,IN,27297357,39.05,134.72,5.75,07/02/2026
901,nextlgsdp.com,Social,GB,30655499,54.96,247.63,7.51,07/02/2026
902,warnerbros.com,Search,BR,27671631,40.27,177.28,7.34,07/02/2026
903,btloader.com,Social,US,37285376,55.78,510.49,15.25,07/02/2026
904,whitehouse.gov,Streaming,JP,31225521,29.46,1199.74,67.87,07/02/2026
905,rambler.ru,Finance,DE,29046091,52.69,318.85,10.09,07/02/2026
906,adgrx.com,Social,IN,30805757,56.86,500.74,14.68,07/02/2026
907,youku.com,Tech,BR,34786447,55.31,209.29,6.31,07/02/2026
908,smilewanted.com,Streaming,BR,29488008,28.05,971.08,57.7,07/02/2026
909,utorrent.com,E-commerce,IN,27876771,49.25,495.15,16.76,07/02/2026
910,arcgis.com,Finance,US,29364235,37.36,507.39,22.64,07/02/2026
911,www.gov.br,E-commerce,JP,28954432,55.48,567.84,17.06,07/02/2026
912,frontiersin.org,News,GB,35340439,46.27,329.5,11.87,07/02/2026
913,goskope.com,Social,US,39645756,58.67,568.17,16.14,07/02/2026
914,huffpost.com,E-commerce,US,31717556,38.14,183.6,8.02,07/02/2026
915,character.ai,Social,IN,39317291,33.99,470.16,23.05,07/02/2026
916,patreon.com,News,JP,32768286,54.84,154.18,4.69,07/02/2026
917,samsungcloudsolution.net,News,JP,36742117,40.7,207.94,8.52,07/02/2026
918,netgear.com,Social,US,38192208,55.25,341.24,10.29,07/02/2026
919,change.org,Search,IN,31452853,49.79,153.74,5.15,07/02/2026
920,smartthings.com,Tech,BR,39088294,55.05,216.33,6.55,07/02/2026
921,kleinanzeigen.de,Search,DE,29071297,38.62,85.92,3.71,07/02/2026
922,shopeemobile.com,Tech,BR,36174804,47.92,478.01,16.63,07/02/2026
923,seedtag.com,News,DE,26376434,36.72,322.54,14.64,07/02/2026
924,bytefcdn.com,Finance,GB,39315228,49.6,130.62,4.39,07/02/2026
925,gdemoideti.ru,Finance,JP,35030281,58.08,479.57,13.76,07/02/2026
926,immedia-semi.com,News,GB,29947101,33.8,480.23,23.68,07/02/2026
927,gkdionis.ru,Search,IN,27370917,47.28,83.47,2.94,07/02/2026
928,repubblica.it,News,JP,38898011,38.44,427.06,18.52,07/02/2026
929,leiniao.com,Tech,US,29595632,57.88,577.27,16.62,07/02/2026
930,kslawin.com,Tech,IN,32923864,53.92,449.29,13.89,07/02/2026
931,buzzfeed.com,Streaming,IN,26568990,22.57,765.91,56.56,07/02/2026
932,epa.gov,News,US,26880963,43.41,364.7,14,07/02/2026
933,mercadolivre.com.br,Social,BR,38168210,42.3,569.03,22.42,07/02/2026
934,cdnhwc1.com,News,BR,33551663,59.06,140.81,3.97,07/02/2026
935,ebay.de,Search,JP,30169712,42.19,109.88,4.34,07/02/2026
936,daum.net,E-commerce,IN,26252454,39.77,252.71,10.59,07/02/2026
937,herokuapp.com,Search,IN,26398121,44.3,81.55,3.07,07/02/2026
938,crazygames.com,Streaming,JP,34172517,27.43,868.21,52.75,07/02/2026
939,pbs.org,E-commerce,JP,30126609,40.18,169.18,7.02,07/02/2026
940,kueezrtb.com,Search,US,34313296,37.68,93.59,4.14,07/02/2026
941,epicgames.dev,E-commerce,BR,29795684,55.16,256.05,7.74,07/02/2026
942,fbsbx.com,Finance,DE,38762472,34.23,591.68,28.81,07/02/2026
943,squarespacedns.com,Social,DE,32932838,57.9,121.16,3.49,07/02/2026
944,jd.com,Tech,BR,33999511,54.94,304.45,9.24,07/02/2026
945,thenai.org,Streaming,DE,26336287,29.73,1320.46,74.03,07/02/2026
946,airbnb.com,News,US,32565149,49.58,300.05,10.09,07/02/2026
947,tiktokw.us,E-commerce,IN,36561345,57.65,532.94,15.41,07/02/2026
948,readthedocs.io,Search,JP,34640061,39.69,76.05,3.19,07/02/2026
949,vegalb.com,Tech,BR,36808386,48.33,360.88,12.44,07/02/2026
950,news.com.au,Tech,JP,34540870,52.44,229.82,7.3,07/02/2026
951,quizlet.com,Social,BR,38849667,46.64,151.75,5.42,07/02/2026
952,corriere.it,Tech,IN,36509701,49.01,346.87,11.8,07/02/2026
953,caiway.net,Streaming,JP,27380621,17.68,1676.3,158.02,07/02/2026
954,weforum.org,News,US,37963443,49.56,339.12,11.4,07/02/2026
955,nexusmods.com,Search,DE,37323295,48.12,125.29,4.34,07/02/2026
956,pikabu.ru,Search,US,35136022,48.78,90.07,3.08,07/02/2026
957,mercadolibre.com.ar,Streaming,JP,37512993,25.05,715.09,47.58,07/02/2026
958,amazon.com.au,Search,US,30271982,35.3,118.56,5.6,07/02/2026
959,coupang.com,Finance,IN,38274723,50.05,588.85,19.61,07/02/2026
960,dbankcloud.cn,Streaming,JP,32225351,26.8,1494.09,92.92,07/02/2026
961,onesignal.com,Streaming,US,34291167,19.72,728.71,61.59,07/02/2026
962,dfn.nl,Tech,DE,34101316,44.84,220.18,8.18,07/02/2026
963,microsoftpersonalcontent.com,E-commerce,BR,30316014,58.21,417.29,11.95,07/02/2026
964,ad-delivery.net,Search,DE,36516640,41.48,157.89,6.34,07/02/2026
965,richaudience.com,Tech,DE,30229678,42.69,506.25,19.76,07/02/2026
966,caixa.gov.br,E-commerce,IN,37135789,56.16,544.41,16.16,07/02/2026
967,kwai.com,E-commerce,IN,34175244,43.45,423.5,16.24,07/02/2026
968,xnxx.com,Social,GB,34276793,55.14,261.28,7.9,07/02/2026
969,poki.com,Social,JP,29673487,31.43,193.57,10.26,07/02/2026
970,costco.com,Tech,JP,33581453,52.3,315.93,10.07,07/02/2026
971,newsweek.com,Streaming,BR,36853351,27.49,2388.79,144.83,07/02/2026
972,webhostbox.net,E-commerce,BR,30096026,57.88,269.12,7.75,07/02/2026
973,umbrella.com,Streaming,JP,38083026,27.55,1556.61,94.17,07/02/2026
974,agora.io,News,DE,28061828,57.62,400.03,11.57,07/02/2026
975,magazineluiza.com.br,Finance,US,34801179,43.94,348.57,13.22,07/02/2026
976,binance.com,Social,BR,34335287,43.44,278.62,10.69,07/02/2026
977,kickstarter.com,Streaming,DE,28927919,15.93,1011.71,105.85,07/02/2026
978,umich.edu,News,JP,35728983,39.81,376.38,15.76,07/02/2026
979,split.io,Search,US,35616904,39.84,96.04,4.02,07/02/2026
980,lge.com,Streaming,JP,31190834,19.01,1646.62,144.36,07/02/2026
981,focus.de,Finance,IN,33920711,54.55,426.85,13.04,07/02/2026
982,iiko.it,Social,GB,29038093,38.66,233.4,10.06,07/02/2026
983,tsyndicate.com,E-commerce,DE,32608052,31.41,151.18,8.02,07/02/2026
984,fidelity.com,Finance,JP,35329350,57.79,138.56,4,07/02/2026
985,bidmachine.io,Tech,GB,36011908,58.63,206.56,5.87,07/02/2026
986,kwcdn.com,Search,BR,29562932,35.8,158.88,7.4,07/02/2026
987,1drv.com,Social,IN,34221263,51.81,134.72,4.33,07/02/2026
988,pixiv.net,E-commerce,IN,36218724,42,307.11,12.19,07/02/2026
989,heytapmobi.com,Tech,IN,28977318,58.36,429.9,12.28,07/02/2026
990,4dex.io,E-commerce,DE,33483776,41.83,491.53,19.58,07/02/2026
991,google.co.jp,News,GB,35162116,30.26,289.11,15.92,07/02/2026
992,yandex.com.tr,News,BR,29489725,49.05,547.3,18.6,07/02/2026
993,ovscdns.net,Social,GB,33277802,47.7,356.27,12.45,07/02/2026
994,sofascore.com,Search,DE,28184773,44.8,148.57,5.53,07/02/2026
995,garmin.com,Social,BR,36405581,41.99,266.02,10.56,07/02/2026
996,bol.com,News,IN,34294432,34.45,476.27,23.04,07/02/2026
997,columbia.edu,Streaming,US,31547966,27.69,1694.14,101.97,07/02/2026
998,service-now.com,Streaming,BR,31512411,26,1150.82,73.77,07/02/2026
999,samsungelectronics.com,Finance,BR,34425268,48.08,484.96,16.81,07/02/2026
1000,mihanwebhost.com,News,US,35063408,58.05,208.87,6,07/02/2026
1001,superhosting.bg,E-commerce,JP,31825487,50.59,223.79,7.37,07/02/2026
1002,yximgs.com,Search,JP,34211551,41.26,119.11,4.81,07/02/2026
1003,macys.com,Social,JP,27590693,33.44,463.31,23.09,07/02/2026
1004,skroutz.gr,Tech,DE,35870555,43.09,421.42,16.3,07/02/2026
1005,leparisien.fr,News,BR,28147907,36.23,194.48,8.95,07/02/2026
1006,ancestry.com,News,US,27627401,48.58,428.77,14.71,07/02/2026
1007,liftoff-creatives.io,E-commerce,BR,25415316,57.03,228.78,6.69,07/02/2026
1008,zdnscloud.com,Finance,JP,31739148,48.57,160.27,5.5,07/02/2026
1009,faphouse.com,Tech,JP,29181804,44.61,451.43,16.87,07/02/2026
1010,orderbox-dns.com,Social,GB,26109529,31.49,305.74,16.18,07/02/2026
1011,easy4ipcloud.com,Search,GB,35729396,36.43,160.44,7.34,07/02/2026
1012,zijieapi.com,Search,GB,33762878,45.68,137.43,5.01,07/02/2026
1013,state.gov,Search,GB,28030258,48.35,164.65,5.68,07/02/2026
1014,note.com,Tech,US,32360713,48.88,314.37,10.72,07/02/2026
1015,1c.ru,Social,GB,31279636,30.1,464.98,25.75,07/02/2026
1016,flipkart.com,News,GB,35488475,47.43,589.9,20.73,07/02/2026
1017,merriam-webster.com,Search,JP,29457928,44.29,105.81,3.98,07/02/2026
1018,youronlinechoices.com,E-commerce,BR,36508047,59.12,126.45,3.56,07/02/2026
1019,letterboxd.com,Streaming,IN,29730604,15.34,758.5,82.41,07/02/2026
1020,attn.tv,Finance,DE,26841377,49.13,247.49,8.4,07/02/2026
1021,cbc.ca,Finance,DE,33789532,52.63,144.84,4.59,07/02/2026
1022,ecosia.org,Finance,JP,35600199,50.58,466.3,15.37,07/02/2026
1023,infobae.com,Search,DE,25021384,49.97,151.84,5.06,07/02/2026
1024,webempresa.eu,Search,US,33288385,38.96,103.6,4.43,07/02/2026
1025,google.fr,Social,DE,32119482,39.43,235.02,9.93,07/02/2026
1026,amazon.com.mx,News,US,31430604,46.82,578.78,20.6,07/02/2026
1027,wpguardian.com,News,JP,36047121,48.54,568.01,19.5,07/02/2026
1028,tendawifi.com,Tech,GB,34447921,38.07,441.64,19.33,07/02/2026
1029,olx.com.br,Tech,GB,31180954,33.55,126.72,6.3,07/02/2026
1030,msftauth.net,Search,JP,31305560,44.08,159.51,6.03,07/02/2026
1031,wpguardian.io,Search,IN,27911463,40.77,67.74,2.77,07/02/2026
1032,fbpigeon.com,E-commerce,IN,32536601,54.56,535.31,16.35,07/02/2026
1033,app-analytics-services-att.com,Search,BR,30577638,35.38,107.43,5.06,07/02/2026
1034,cdnhwc2.com,Tech,JP,28310989,58.74,336.64,9.55,07/02/2026
1035,tubi.io,Streaming,GB,26029182,22.96,1896.78,137.69,07/02/2026
1036,abc.es,Streaming,US,30549698,22.34,1909.06,142.42,07/02/2026
1037,hepsiburada.com,E-commerce,IN,35885193,37.97,485.21,21.3,07/02/2026
1038,edna.ru,Social,GB,25873758,33.43,144.88,7.22,07/02/2026
1039,vk-analytics.ru,E-commerce,JP,32321646,54.41,478.03,14.64,07/02/2026
1040,it.com,Social,GB,31941787,30.47,593.37,32.46,07/02/2026
1041,ubi.com,Finance,US,28913303,41.95,341.27,13.56,07/02/2026
1042,dribbble.com,E-commerce,DE,35389465,50.11,583.69,19.41,07/02/2026
1043,marca.com,Search,DE,34067335,46.37,102.14,3.67,07/02/2026
1044,onedrive.com,Tech,US,35522884,55.53,584.55,17.54,07/02/2026
1045,i18n-pglstatp.com,Finance,BR,35960029,55.37,398.8,12,07/02/2026
1046,skyhigh.cloud,Finance,DE,28577807,59.63,324.52,9.07,07/02/2026
1047,ouest-france.fr,E-commerce,DE,26812674,34.06,429.6,21.02,07/02/2026
1048,huffingtonpost.com,Finance,GB,29078067,39.02,458.14,19.57,07/02/2026
1049,sapo.pt,Social,GB,34329065,57.52,185.54,5.38,07/02/2026
1050,as.com,Tech,US,29132114,57.52,489.03,14.17,07/02/2026
1051,bitdefender.net,Streaming,IN,29739602,29.8,613.13,34.29,07/02/2026
1052,incapdns.net,News,BR,30233253,53.95,137.66,4.25,07/02/2026
1053,ameba.jp,E-commerce,JP,28389657,59.26,165.66,4.66,07/02/2026
1054,bfmtv.com,News,US,33638233,57.65,444.82,12.86,07/02/2026
1055,yandex.kz,Search,BR,33372197,39.21,174.21,7.4,07/02/2026
1056,hilton.com,News,DE,24701670,56.22,282.77,8.38,07/02/2026
1057,alphonso.tv,Tech,US,26960582,44.3,138.85,5.22,07/02/2026
1058,terra.com.br,Social,US,33754829,46.38,540.23,19.41,07/02/2026
1059,theconversation.com,Finance,GB,33263529,38.14,592.41,25.89,07/02/2026
1060,xhcdn.com,Streaming,US,34540751,16,1078.26,112.32,07/02/2026
1061,trendyol.com,Tech,JP,29910260,51.67,182.15,5.88,07/02/2026
1062,statcounter.com,Streaming,JP,34533266,23.57,1344.48,95.07,07/02/2026
1063,kohls.com,Social,US,35910806,39.66,327.96,13.78,07/02/2026
1064,ilovepdf.com,Finance,US,28360007,46.25,264.24,9.52,07/02/2026
1065,meethue.com,Social,US,31791757,45.4,499.93,18.35,07/02/2026
1066,pandora.com,Finance,JP,28718367,35.32,215.56,10.17,07/02/2026
1067,tinkoff.ru,E-commerce,DE,25993813,51.07,343.36,11.21,07/02/2026
1068,cspserver.net,News,BR,26239571,47.01,405.37,14.37,07/02/2026
1069,xing.com,Social,US,30206194,50.85,579.21,18.98,07/02/2026
1070,rtbcdn.ru,Streaming,BR,29044248,18.72,2164.8,192.74,07/02/2026
